,text,Sentiment
1325,saw amazon think give try must say wipe convenient easy use especially leather handbags accessory use leather sofa super easy wish wipe bit large complains would definitely buy,1
1326,easy use peel plastic film stick clothes nice peppermint smell immediately sure smell sleep try paste high possible clothing bad product recommend small kid ease block nose shirt thin felt minty feeling chest good since nasal congestion,1
1327,job,1
1328,product arrive intact good receive,1
1329,buy regularly 2 year time start make thinner,-1
1330,bar behind bedroom make sleep difficult tried kind thing include orange earbuds nothing much help really hopeful product turn use claim block 22 db sound honestly really dint make difference whatsoever remember read review someone mention might well use cotton think orange medical earbuds really much good,-1
1331,always take 3 hour train trip sydney frequently medical appts,1
1332,firstly effectiveness scent concept product great,1
1333,tablet fantastic job plastic wrapper environmentally friendly id hop probably wont buy reason,-1
1334,product good healty thank,1
1335,11 water swish one minute spit rinse tongue water like funky aftertaste stinky mask breath 3 x week teeth gradually become whiter,1
1336,happy purchase,1
1337,product good excellent thanks,1
1338,take month consume healthy diet regular exercise nothing help menopause related weight gain,-1
1339,give probiotic 3 star believe expensive promise additionally seem experience take probiotic far range highly subjective consistent enough prove claim make,-1
1340,take week notice great benefit keep take see happens would say worth money,-1
